query_stream_id,query_id,start,query_duration,query_duration_with_queue,Data Scanned,cpu_time
8,8,45927,702,17548,441.41,472360.0
8,23,46043,0,0,0.0,
3,5,46721,9791,9791,41.06,6619.0
8,13,46909,805,17373,137.23,1022140.0
8,2,47120,565,17726,79.16,386050.0
3,21,47351,7426,7426,80.86,113140.0
2,14,47919,3444,3825,52.0,29000.0
19,22,48357,26827,27167,2775.04,7055920.0
3,16,50138,1238,1239,3.42,32790.0
3,20,50815,16997,17559,53.74,46310.0
8,8,52507,671,12928,441.41,472360.0
3,17,53266,6835,8347,45.17,42430.0
8,21,55316,2879,12408,680.89,791980.0
19,15,55653,8327,9136,32419.84,16514840.0
11,17,58615,4708,5080,659.24,721310.0
3,2,58693,19625,19626,10.0,55150.0
3,18,59133,393,2872,26.6,205680.0
8,13,60159,1167,6444,137.23,1022140.0
3,20,62045,6325,6326,53.74,46310.0
13,16,62393,11513,11843,35.82,1016490.0
2,6,62528,3439,3774,32.98,17490.0
8,12,62979,471,4095,231.89,449400.0
15,20,63454,27823,28191,2949.12,2732290.0
15,23,64391,0,1,0.0,
13,14,64650,9259,9594,1433.66,899000.0
8,10,65415,299,1958,266.13,665770.0
13,5,67768,10069,10450,1413.12,205189.0
16,20,67976,23905,23907,4290.56,3936350.0
3,15,68157,9034,9248,79.18,46390.0
5,23,72885,0,0,0.0,
3,12,74545,282,282,33.19,64200.0
9,8,74922,5880,6214,652.73,674800.0
5,20,76108,14651,15002,142.84,138930.0
3,2,76410,1985,1987,10.0,55150.0
3,13,76430,279,1253,18.72,146020.0
3,5,77247,4550,4986,41.06,6619.0
13,15,79719,1431,1432,2662.4,1438090.0
5,2,79791,3639,4024,39.35,165450.0
3,4,80239,4536,4537,24.68,58190.0
3,8,81340,6485,6485,64.36,67480.0
3,18,81551,273,955,26.6,205680.0
5,12,81917,4590,4937,99.52,192600.0
8,5,82973,393,727,328.42,46333.0
5,11,83232,537,1119,42.57,47160.0
8,18,83254,807,1141,194.46,1439760.0
5,20,83933,7007,7427,142.84,138930.0
8,10,84526,222,223,266.13,665770.0
3,14,84542,250,251,52.0,29000.0
8,19,84542,812,813,309.56,361060.0
8,3,85053,393,394,274.96,784350.0
13,18,86681,2614,2615,862.73,6376080.0
8,19,87631,5179,5180,309.56,361060.0
8,19,88313,4539,4541,309.56,361060.0
11,18,88897,1143,1467,472.1,3496560.0
3,22,90627,437,438,6.29,19820.0
8,21,92441,2386,3138,680.89,791980.0
8,11,92677,691,824,89.68,110040.0
8,10,92766,178,267,266.13,665770.0
3,23,93573,0,0,0.0,
19,5,94688,24261,24610,17448.96,2356364.0
8,23,95729,0,1,0.0,
2,18,95882,286,622,26.6,205680.0
5,13,98993,463,464,58.1,438060.0
8,19,102994,1111,1112,309.56,361060.0
15,21,105721,19308,19648,5560.32,6675260.0
16,14,106919,9365,9741,3993.6,2465000.0
8,17,108535,866,867,266.05,297010.0
13,5,109202,6601,6949,1413.12,205189.0
15,6,109921,12708,13070,1945.6,1031910.0
3,15,111668,288,857,79.18,46390.0
15,12,113024,10067,10954,1986.56,3787800.0
3,13,114356,466,466,18.72,146020.0
3,19,116241,417,418,51.4,51580.0
8,8,116709,644,645,441.41,472360.0
8,7,117006,6312,6633,373.81,427630.0
8,15,117170,808,1138,630.71,324730.0
5,9,120660,8934,9299,200.62,383550.0
8,22,121413,938,939,46.48,138740.0
8,2,121582,504,505,79.16,386050.0
3,19,123036,400,400,51.4,51580.0
8,4,123512,569,570,171.69,407330.0
8,19,124280,1088,1089,309.56,361060.0
8,7,124445,604,605,373.81,427630.0
3,20,124628,3586,3587,53.74,46310.0
8,11,125924,793,794,89.68,110040.0
8,23,126946,0,1,0.0,
15,19,127474,4529,4530,2744.32,3043220.0
3,22,128184,578,974,6.29,19820.0
8,14,128232,8019,8020,313.68,203000.0
15,22,130118,3018,3019,425.06,1169380.0
8,12,131794,374,375,231.89,449400.0
16,5,132704,6055,6413,4014.08,562615.0
15,13,133225,3913,3914,1198.08,8615180.0
3,6,135367,196,198,32.98,17490.0
8,15,135887,431,432,630.71,324730.0
8,13,136212,842,1204,137.23,1022140.0
5,4,137753,4686,4687,73.68,174570.0
13,20,137770,11556,12031,1505.28,1435610.0
8,8,137880,894,895,441.41,472360.0
8,13,139192,815,816,137.23,1022140.0
19,8,140546,17707,18084,24504.32,24022880.0
8,1,140706,5957,5958,258.01,1046920.0
2,10,142692,215,596,37.8,95110.0
8,5,144304,499,500,328.42,46333.0
8,4,144427,443,444,171.69,407330.0
15,15,145368,4561,4562,5140.48,2737010.0
11,20,149778,12567,12978,952.92,787270.0
8,1,152144,905,906,258.01,1046920.0
3,18,152782,126,516,26.6,205680.0
13,3,152952,7102,7104,1239.04,3473550.0
8,16,154181,4527,4528,22.34,229530.0
8,23,157637,0,1,0.0,
5,6,157993,4287,4654,98.91,52470.0
5,23,158767,0,0,0.0,
10,23,158768,0,1,0.0,
13,1,158996,3764,4146,1146.88,4636360.0
8,15,159065,563,564,630.71,324730.0
8,3,159880,522,523,274.96,784350.0
8,15,159905,594,954,630.71,324730.0
13,11,161463,1575,1576,266.54,487320.0
3,2,161667,317,318,10.0,55150.0
9,20,162001,1618,1968,538.32,463100.0
8,3,162773,464,465,274.96,784350.0
8,23,163220,0,1,0.0,
15,11,164115,1548,1938,499.78,927480.0
2,15,164738,259,660,79.18,46390.0
15,5,165363,6050,6399,2744.32,390521.0
3,17,165647,331,331,45.17,42430.0
5,21,166520,2146,2146,263.47,339420.0
8,13,166573,1087,1088,137.23,1022140.0
8,19,166574,1084,1085,309.56,361060.0
15,22,166953,3186,3187,425.06,1169380.0
13,13,167805,2925,2925,623.2,4526620.0
8,9,168048,9516,9517,492.09,894950.0
5,7,169082,640,641,150.19,183270.0
19,19,169722,24492,24868,17059.84,18362480.0
8,9,170115,7420,7421,492.09,894950.0
3,18,170713,354,354,26.6,205680.0
8,3,171367,408,803,274.96,784350.0
5,21,172109,1851,1851,263.47,339420.0
13,19,173122,2853,2853,1413.12,1598980.0
16,18,175658,4118,4527,2355.2,17482800.0
15,4,175746,13575,13576,1474.56,3433210.0
10,20,177567,3766,4119,688.99,602030.0
11,13,179427,3707,4108,340.48,2482340.0
8,3,180993,685,686,274.96,784350.0
3,2,184714,317,1396,10.0,55150.0
3,13,186790,355,355,18.72,146020.0
3,14,187126,190,584,52.0,29000.0
5,21,187186,1646,1979,263.47,339420.0
15,16,189439,3427,3428,68.05,1934610.0
3,4,189724,263,264,24.68,58190.0
8,16,189857,1556,1557,22.34,229530.0
8,1,190846,1405,1751,258.01,1046920.0
8,9,190898,1366,1688,492.09,894950.0
8,15,191477,1006,1007,630.71,324730.0
3,6,191621,317,317,32.98,17490.0
8,11,192182,387,690,89.68,110040.0
8,11,192391,578,773,89.68,110040.0
13,8,192677,6589,6927,1955.84,2091880.0
3,16,192694,1171,1171,3.42,32790.0
3,4,192789,215,215,24.68,58190.0
8,4,193024,793,794,171.69,407330.0
8,8,193576,575,576,441.41,472360.0
3,4,193671,3174,3175,24.68,58190.0
13,18,193683,2834,3181,862.73,6376080.0
3,7,194434,6400,6400,47.45,61090.0
8,10,194732,223,224,266.13,665770.0
8,19,195159,1143,1144,309.56,361060.0
11,2,195571,8597,8946,177.06,937550.0
8,15,197153,548,549,630.71,324730.0
8,8,197718,574,575,441.41,472360.0
3,9,198105,6806,6806,71.45,127850.0
3,1,198170,3971,4307,36.89,149560.0
8,2,198993,409,410,79.16,386050.0
8,13,200058,150,151,137.23,1022140.0
8,12,201489,373,375,231.89,449400.0
15,13,202748,3779,3780,1198.08,8615180.0
5,12,203129,2991,3373,99.52,192600.0
8,2,204100,416,417,79.16,386050.0
8,7,204110,432,948,373.81,427630.0
8,11,204615,582,583,89.68,110040.0
8,1,204825,1229,1620,258.01,1046920.0
8,6,204941,284,401,230.65,122430.0
16,18,207720,4332,4709,2355.2,17482800.0
8,18,208735,2404,2405,194.46,1439760.0
8,11,210322,1340,1341,89.68,110040.0
8,23,210613,0,1,0.0,
2,18,210942,339,729,26.6,205680.0
8,11,211021,870,872,89.68,110040.0
8,3,211607,523,524,274.96,784350.0
5,9,211794,632,632,200.62,383550.0
8,14,213054,469,470,313.68,203000.0
19,23,213189,0,1,0.0,
8,5,213433,4514,4515,328.42,46333.0
5,12,214948,259,259,99.52,192600.0
8,13,215504,857,858,137.23,1022140.0
8,8,215806,595,596,441.41,472360.0
9,4,222847,521,890,244.77,581900.0
3,5,223556,234,630,41.06,6619.0
8,5,226338,388,389,328.42,46333.0
8,3,226878,502,503,274.96,784350.0
2,19,226995,489,865,51.4,51580.0
8,15,227205,530,851,630.71,324730.0
15,1,229649,7145,7725,2170.88,8824040.0
8,2,229830,324,325,79.16,386050.0
8,22,230115,739,740,46.48,138740.0
8,6,230264,4200,4202,230.65,122430.0
8,7,230357,390,767,373.81,427630.0
8,2,232007,373,374,79.16,386050.0
11,10,232026,320,689,652.68,1616870.0
8,20,232031,5971,5972,358.53,324170.0
8,1,232452,1228,1230,258.01,1046920.0
8,8,232572,767,1877,441.41,472360.0
5,4,233314,367,733,73.68,174570.0
8,6,233328,312,1433,230.65,122430.0
8,18,233375,1069,2158,194.46,1439760.0
15,5,233397,7331,7726,2744.32,390521.0
8,18,233463,108,1406,194.46,1439760.0
15,13,235041,5867,6248,1198.08,8615180.0
3,22,235683,908,1250,6.29,19820.0
16,12,235773,3847,4183,2856.96,5457000.0
8,19,236123,1431,1433,309.56,361060.0
3,21,236228,1892,2303,80.86,113140.0
3,19,236490,578,962,51.4,51580.0
8,11,236645,980,981,89.68,110040.0
5,2,237539,542,542,39.35,165450.0
8,15,238407,1571,1573,630.71,324730.0
8,1,238572,1498,1499,258.01,1046920.0
8,23,238906,0,1,0.0,
8,11,241665,628,629,89.68,110040.0
8,19,242353,1029,1030,309.56,361060.0
8,14,243216,492,493,313.68,203000.0
13,7,243882,681,1282,1616.34,1893790.0
8,16,244085,2309,2310,22.34,229530.0
3,10,244795,227,228,37.8,95110.0
8,21,244858,2294,2296,680.89,791980.0
8,9,245479,1181,1187,492.09,894950.0
19,3,246498,19113,19463,14551.04,39889800.0
3,15,247275,277,278,79.18,46390.0
8,15,247410,595,596,630.71,324730.0
8,14,247609,397,398,313.68,203000.0
5,14,251016,4209,4593,131.05,87000.0
8,15,251658,562,563,630.71,324730.0
8,14,252048,4444,4445,313.68,203000.0
8,16,254957,4785,4785,22.34,229530.0
5,15,255231,292,640,251.44,139170.0
2,22,255315,430,813,6.29,19820.0
8,3,256063,769,770,274.96,784350.0
3,14,256858,237,237,52.0,29000.0
15,14,258235,8557,8913,2775.04,1711000.0
13,20,258278,3769,4123,1505.28,1435610.0
3,18,258450,113,113,26.6,205680.0
3,23,259060,0,0,0.0,
8,2,259263,317,318,79.16,386050.0
13,10,260557,283,690,1208.32,2948410.0
8,12,260575,435,436,231.89,449400.0
3,11,260641,325,326,12.18,15720.0
8,5,262053,459,461,328.42,46333.0
8,1,263848,1045,1046,258.01,1046920.0
5,19,264255,1492,1493,129.23,154740.0
11,21,266571,3161,3541,1873.92,1923380.0
16,23,266948,0,1,0.0,
5,18,267774,135,135,83.54,617040.0
8,2,269360,346,347,79.16,386050.0
8,6,269399,179,180,230.65,122430.0
15,9,270011,14972,14974,4096.0,7543150.0
5,6,270216,146,146,98.91,52470.0
8,23,270341,0,1,0.0,
8,18,270440,123,124,194.46,1439760.0
3,23,270602,0,0,0.0,
3,22,270649,629,629,6.29,19820.0
5,21,271848,1780,1780,263.47,339420.0
5,15,271856,288,723,251.44,139170.0
8,7,272032,319,320,373.81,427630.0
8,14,272388,373,374,313.68,203000.0
8,18,272893,822,823,194.46,1439760.0
8,23,274321,0,1,0.0,
8,3,274728,756,757,274.96,784350.0
8,4,277381,560,561,171.69,407330.0
8,5,277455,500,501,328.42,46333.0
5,9,278828,651,652,200.62,383550.0
15,6,279883,914,1298,1945.6,1031910.0
3,6,281272,153,153,32.98,17490.0
8,4,281586,340,341,171.69,407330.0
8,14,283192,377,378,313.68,203000.0
15,15,285061,1488,1489,5140.48,2737010.0
13,6,287226,215,1117,1021.14,542190.0
8,10,288822,176,177,266.13,665770.0
3,1,289106,295,296,36.89,149560.0
8,8,290756,577,578,441.41,472360.0
5,3,292470,315,694,117.33,336150.0
8,10,293951,203,204,266.13,665770.0
3,19,294257,330,330,51.4,51580.0
13,18,294885,3073,3073,862.73,6376080.0
8,22,295918,1010,1011,46.48,138740.0
5,15,296064,362,362,251.44,139170.0
3,19,297273,328,328,51.4,51580.0
5,9,298062,530,530,200.62,383550.0
8,11,299565,565,567,89.68,110040.0
8,19,299599,878,1228,309.56,361060.0
3,13,300645,292,292,18.72,146020.0
8,10,301373,225,226,266.13,665770.0
5,11,301886,441,441,42.57,47160.0
8,11,302057,588,589,89.68,110040.0
19,21,302374,72449,72822,35696.64,40277840.0
13,18,303218,120,121,862.73,6376080.0
13,5,303236,1756,2115,1413.12,205189.0
8,1,303829,1275,1276,258.01,1046920.0
5,7,303980,386,387,150.19,183270.0
8,2,304144,411,412,79.16,386050.0
15,2,304312,360,693,412.6,3253850.0
15,12,304580,7960,8336,1986.56,3787800.0
8,15,305208,597,598,630.71,324730.0
2,21,305516,1565,1917,80.86,113140.0
8,14,305595,369,370,313.68,203000.0
13,4,306876,5294,5294,770.67,1803890.0
8,21,307537,2869,2871,680.89,791980.0
8,14,307659,420,421,313.68,203000.0
15,10,308003,347,348,2314.24,5611490.0
8,3,309367,624,625,274.96,784350.0
8,14,310387,531,532,313.68,203000.0
8,14,311788,434,435,313.68,203000.0
3,5,311845,233,604,41.06,6619.0
8,9,312289,919,920,492.09,894950.0
8,8,312668,645,646,441.41,472360.0
10,12,312781,3508,3881,430.26,834600.0
8,9,314299,1125,1126,492.09,894950.0
8,19,314305,1611,1613,309.56,361060.0
8,20,314368,1184,1560,358.53,324170.0
8,16,314716,2048,2757,22.34,229530.0
8,11,315448,712,1180,89.68,110040.0
5,9,315725,707,1029,200.62,383550.0
8,1,316197,1020,1020,258.01,1046920.0
8,22,317946,653,654,46.48,138740.0
8,9,319117,9235,9236,492.09,894950.0
8,14,319157,599,600,313.68,203000.0
3,4,319962,279,279,24.68,58190.0
9,5,320401,1606,1981,490.83,66190.0
3,13,320425,284,285,18.72,146020.0
8,7,320758,348,349,373.81,427630.0
8,18,320896,128,129,194.46,1439760.0
8,4,321206,355,356,171.69,407330.0
8,14,321579,369,370,313.68,203000.0
8,4,322861,453,454,171.69,407330.0
8,15,324052,497,498,630.71,324730.0
8,1,326678,1448,1449,258.01,1046920.0
8,2,326777,527,528,79.16,386050.0
8,5,327666,146,147,328.42,46333.0
2,6,328262,162,504,32.98,17490.0
3,17,328529,253,254,45.17,42430.0
19,3,330560,44690,45076,14551.04,39889800.0
13,16,332780,2698,3095,35.82,1016490.0
5,18,333418,1059,1662,83.54,617040.0
8,14,333879,463,464,313.68,203000.0
8,8,333916,1027,1028,441.41,472360.0
11,13,334314,4799,5220,340.48,2482340.0
8,20,335092,1264,1265,358.53,324170.0
8,19,335140,1666,1667,309.56,361060.0
8,16,335630,1959,1960,22.34,229530.0
13,17,336415,7500,7501,1218.56,1315330.0
3,2,336514,458,458,10.0,55150.0
3,23,336918,0,0,0.0,
16,14,338215,5345,5740,3993.6,2465000.0
8,12,338683,399,400,231.89,449400.0
8,11,338995,740,741,89.68,110040.0
5,16,339262,1354,1354,11.25,98370.0
3,6,339758,145,145,32.98,17490.0
8,10,339776,176,177,266.13,665770.0
13,19,340104,6607,6984,1413.12,1598980.0
13,17,340935,2553,2933,1218.56,1315330.0
8,8,341205,644,645,441.41,472360.0
19,4,341302,35519,35909,8806.4,20715640.0
3,15,342838,645,645,79.18,46390.0
16,20,344063,2970,2971,4290.56,3936350.0
8,5,345433,500,501,328.42,46333.0
3,12,346218,292,293,33.19,64200.0
15,22,346409,4284,4652,425.06,1169380.0
3,7,347065,234,235,47.45,61090.0
3,11,347555,432,432,12.18,15720.0
8,22,347903,980,981,46.48,138740.0
11,23,348790,0,1,0.0,
15,22,349146,4018,4361,425.06,1169380.0
3,6,350236,273,273,32.98,17490.0
3,17,351587,512,513,45.17,42430.0
15,21,352067,28080,28081,5560.32,6675260.0
9,19,352307,3690,4079,442.65,515800.0
8,2,353118,627,628,79.16,386050.0
13,20,353357,5663,5663,1505.28,1435610.0
3,15,355303,439,439,79.18,46390.0
8,21,355751,2825,2826,680.89,791980.0
8,8,357139,999,1339,441.41,472360.0
8,10,357404,268,603,266.13,665770.0
3,15,358857,302,302,79.18,46390.0
8,10,359199,220,221,266.13,665770.0
2,10,359424,334,703,37.8,95110.0
8,5,359435,484,485,328.42,46333.0
8,7,359770,363,364,373.81,427630.0
3,5,360956,255,255,41.06,6619.0
3,5,361071,364,742,41.06,6619.0
8,19,361195,1552,1553,309.56,361060.0
3,1,362062,484,485,36.89,149560.0
5,16,363154,1064,1429,11.25,98370.0
3,13,363830,325,326,18.72,146020.0
3,22,363911,420,421,6.29,19820.0
15,2,364712,331,741,412.6,3253850.0
3,11,365103,317,318,12.18,15720.0
8,18,365399,132,133,194.46,1439760.0
5,19,366968,1591,1591,129.23,154740.0
3,15,367534,305,306,79.18,46390.0
5,4,368420,852,1369,73.68,174570.0
5,22,369143,970,970,19.48,59460.0
13,11,369442,2096,2491,266.54,487320.0
3,7,370909,349,350,47.45,61090.0
3,2,371663,320,321,10.0,55150.0
2,11,373209,555,954,12.18,15720.0
3,21,373517,1151,1152,80.86,113140.0
5,19,373853,1100,1100,129.23,154740.0
3,19,374619,428,840,51.4,51580.0
15,11,375082,3903,3904,499.78,927480.0
8,18,375151,111,112,194.46,1439760.0
8,8,375707,659,660,441.41,472360.0
3,23,375747,0,1,0.0,
15,2,376101,323,704,412.6,3253850.0
5,23,376427,0,1,0.0,
8,14,376808,397,398,313.68,203000.0
13,11,378330,1243,1243,266.54,487320.0
3,13,378843,133,134,18.72,146020.0
8,1,380303,914,915,258.01,1046920.0
8,2,381679,305,306,79.16,386050.0
8,7,381690,330,698,373.81,427630.0
8,19,382459,651,652,309.56,361060.0
8,5,383798,559,560,328.42,46333.0
5,6,383903,154,155,98.91,52470.0
5,15,384382,323,323,251.44,139170.0
13,6,384715,272,273,1021.14,542190.0
8,17,386379,461,462,266.05,297010.0
5,10,388168,201,202,113.55,285330.0
8,16,393306,1453,1454,22.34,229530.0
15,10,393872,279,1095,2314.24,5611490.0
8,2,395514,389,390,79.16,386050.0
16,5,397854,2113,2463,4014.08,562615.0
13,10,400151,190,572,1208.32,2948410.0
11,21,401263,4045,4482,1873.92,1923380.0
19,20,403130,27971,28323,19015.68,16486360.0
13,1,403190,5162,5163,1146.88,4636360.0
3,22,403864,527,916,6.29,19820.0
3,9,403990,618,1005,71.45,127850.0
15,14,404650,4815,4816,2775.04,1711000.0
3,21,404747,961,1304,80.86,113140.0
3,11,405932,296,297,12.18,15720.0
3,23,406823,0,1,0.0,
8,22,407552,773,1160,46.48,138740.0
3,14,407784,180,181,52.0,29000.0
11,12,407910,2329,2329,563.11,1091400.0
5,23,409234,0,1,0.0,
8,13,410222,843,844,137.23,1022140.0
3,13,410839,157,158,18.72,146020.0
3,10,412593,212,213,37.8,95110.0
19,1,414747,19460,19800,13117.44,53243360.0
2,5,414784,321,643,41.06,6619.0
5,18,415338,136,534,83.54,617040.0
8,15,416277,623,624,630.71,324730.0
13,16,417177,2310,2311,35.82,1016490.0
13,9,417337,13760,14099,2109.44,3963350.0
16,5,418184,5798,6146,4014.08,562615.0
8,17,419974,643,644,266.05,297010.0
8,13,420582,1917,2267,137.23,1022140.0
8,10,421806,143,144,266.13,665770.0
15,9,422409,14432,14802,4096.0,7543150.0
8,22,424176,1124,1125,46.48,138740.0
8,21,425968,5302,5303,680.89,791980.0
15,22,426171,5190,5599,425.06,1169380.0
15,11,427616,3250,3633,499.78,927480.0
13,20,428695,3964,3964,1505.28,1435610.0
13,20,431284,2123,2488,1505.28,1435610.0
15,2,431331,662,663,412.6,3253850.0
15,15,434406,3313,3314,5140.48,2737010.0
2,5,435646,123,500,41.06,6619.0
8,3,436797,661,662,274.96,784350.0
5,14,437285,192,532,131.05,87000.0
3,21,437823,855,1187,80.86,113140.0
8,16,440969,1750,1751,22.34,229530.0
8,19,441375,621,1044,309.56,361060.0
8,22,441781,647,1024,46.48,138740.0
8,15,442128,541,830,630.71,324730.0
8,13,443645,1358,1360,137.23,1022140.0
15,6,443820,1061,1062,1945.6,1031910.0
8,17,443825,707,708,266.05,297010.0
8,19,443971,1060,1061,309.56,361060.0
8,12,444041,530,1022,231.89,449400.0
8,1,444187,1168,1985,258.01,1046920.0
8,6,444218,232,1045,230.65,122430.0
11,8,444336,5019,5397,1167.36,1147160.0
13,10,444932,212,544,1208.32,2948410.0
8,23,447539,0,1,0.0,
5,2,448295,315,706,39.35,165450.0
3,1,448563,347,348,36.89,149560.0
8,7,448637,329,330,373.81,427630.0
8,4,448904,353,353,171.69,407330.0
8,21,449441,2125,2126,680.89,791980.0
5,20,449548,760,761,142.84,138930.0
8,14,450310,375,376,313.68,203000.0
5,15,450949,314,314,251.44,139170.0
5,10,451884,201,201,113.55,285330.0
8,8,452229,598,599,441.41,472360.0
5,12,453231,282,282,99.52,192600.0
8,5,453492,627,628,328.42,46333.0
9,3,454174,574,936,394.15,1120500.0
16,4,454639,6539,6903,2119.68,4946150.0
19,19,455552,19392,19742,17059.84,18362480.0
5,21,455688,2182,2182,263.47,339420.0
8,23,455832,0,1,0.0,
3,5,456018,266,267,41.06,6619.0
5,19,456942,893,1306,129.23,154740.0
19,22,457133,16610,16963,2775.04,7055920.0
8,3,457572,752,753,274.96,784350.0
8,12,458995,361,361,231.89,449400.0
5,4,460151,368,368,73.68,174570.0
10,5,462936,2500,2884,654.16,86047.0
8,22,463462,1059,1060,46.48,138740.0
8,5,464622,410,411,328.42,46333.0
8,19,464877,1077,1438,309.56,361060.0
8,7,465806,602,603,373.81,427630.0
8,21,467282,3327,3328,680.89,791980.0
8,3,467332,728,729,274.96,784350.0
8,8,468512,924,925,441.41,472360.0
13,16,469846,2415,2981,35.82,1016490.0
8,4,470689,455,456,171.69,407330.0
19,16,470748,12597,12956,412.0,11673240.0
13,3,471592,3500,3839,1239.04,3473550.0
8,1,472278,1539,1540,258.01,1046920.0
8,14,473533,430,431,313.68,203000.0
8,12,473724,363,728,231.89,449400.0
5,14,474265,253,591,131.05,87000.0
8,22,474359,728,729,46.48,138740.0
15,13,474830,5025,5397,1198.08,8615180.0
15,17,475107,4221,4557,2375.68,2503370.0
8,11,476673,724,725,89.68,110040.0
8,14,476971,418,419,313.68,203000.0
8,17,478698,489,490,266.05,297010.0
8,6,479181,271,272,230.65,122430.0
8,11,479317,742,743,89.68,110040.0
7,12,479969,527,884,165.44,321000.0
5,11,480129,507,507,42.57,47160.0
8,15,480920,543,544,630.71,324730.0
8,13,481131,1350,1351,137.23,1022140.0
9,5,481560,865,1227,490.83,66190.0
13,10,481929,410,410,1208.32,2948410.0
3,19,482531,302,673,51.4,51580.0
8,5,483719,115,116,328.42,46333.0
3,2,484015,294,296,10.0,55150.0
8,11,485522,585,585,89.68,110040.0
15,8,485863,9202,9203,3819.52,3981320.0
13,11,486275,1227,1227,266.54,487320.0
5,18,486981,104,105,83.54,617040.0
16,21,489724,8796,9152,8151.04,9616900.0
8,21,490342,4470,4472,680.89,791980.0
15,3,490727,4940,5325,2375.68,6610950.0
5,20,491839,1774,1775,142.84,138930.0
5,15,491856,2626,2970,251.44,139170.0
8,18,491974,2505,2855,194.46,1439760.0
8,19,493113,1138,1507,309.56,361060.0
3,18,493334,116,117,26.6,205680.0
8,2,494079,414,954,79.16,386050.0
2,21,494558,1187,1539,80.86,113140.0
8,22,494565,1035,1286,46.48,138740.0
8,18,495346,142,143,194.46,1439760.0
8,23,496097,0,0,0.0,
5,20,496618,674,675,142.84,138930.0
15,11,497325,1505,1506,499.78,927480.0
5,11,497701,477,478,42.57,47160.0
8,4,499990,446,447,171.69,407330.0
8,2,500597,480,481,79.16,386050.0
8,12,501117,345,346,231.89,449400.0
8,3,501562,341,342,274.96,784350.0
3,6,502051,172,173,32.98,17490.0
5,1,502102,613,613,110.61,448680.0
3,8,502901,398,399,64.36,67480.0
8,21,503383,2605,2606,680.89,791980.0
8,6,504375,217,217,230.65,122430.0
8,17,504753,448,449,266.05,297010.0
13,19,505412,2262,2719,1413.12,1598980.0
3,14,507598,532,534,52.0,29000.0
2,5,508687,245,645,41.06,6619.0
19,10,508829,3642,4021,14151.68,33859160.0
11,10,509665,623,1006,652.68,1616870.0
8,15,509876,616,617,630.71,324730.0
3,2,511407,483,484,10.0,55150.0
5,9,512061,785,785,200.62,383550.0
3,17,512223,243,244,45.17,42430.0
8,5,513460,120,121,328.42,46333.0
8,18,513501,994,995,194.46,1439760.0
8,17,514149,395,396,266.05,297010.0
3,21,515182,881,882,80.86,113140.0
8,9,515909,837,838,492.09,894950.0
8,7,517357,306,307,373.81,427630.0
8,16,518758,1296,1297,22.34,229530.0
8,17,519037,407,408,266.05,297010.0
8,23,519140,0,1,0.0,
5,16,519782,1092,1092,11.25,98370.0
8,18,520485,111,112,194.46,1439760.0
8,19,521111,675,676,309.56,361060.0
8,11,522023,636,637,89.68,110040.0
8,3,522557,337,338,274.96,784350.0
5,20,523036,5050,5050,142.84,138930.0
13,8,523698,6163,6909,1955.84,2091880.0
19,9,524400,30524,30870,25948.16,45514600.0
8,7,525268,382,383,373.81,427630.0
8,4,526801,458,458,171.69,407330.0
16,16,527213,1795,2185,98.11,2787150.0
