query_id,query_duration,query_duration_with_queue,start_delay
8,4145,13360,1838431
22,2986,12266,1840776
9,5264,14630,1838532
9,4888,14353,1838942
23,0,0,1853692
15,2501,12343,1841949
15,3234,12957,1841606
10,3255,13096,1841951
20,6114,15694,1839927
18,5152,14912,1841122
18,4955,15101,1841144
14,534,12652,1844128
23,0,0,1856814
4,2186,13708,1843524
17,3165,13971,1843485
1,4220,14610,1842905
19,2104,13932,1843793
9,4855,15317,1842699
11,826,13621,1844662
16,5268,16110,1842200
9,3865,14943,1843486
14,676,12817,1846168
11,1272,13498,1845791
9,4025,16122,1843937
3,1638,13180,1846887
11,900,12059,1848131
12,603,10649,1850144
1,3307,15932,1844890
18,3437,15479,1845683
1,2882,15287,1845878
12,409,10664,1850538
2,381,10635,1850568
17,1156,11645,1849577
15,1250,11766,1849543
12,627,10880,1850911
20,5047,17616,1844210
20,4761,17577,1844417
12,797,10833,1851166
11,803,10318,1851707
20,4101,15721,1847365
23,0,0,1864622
1,3628,12831,1852107
9,4399,14921,1850641
1,3761,13364,1852223
19,972,12570,1853340
20,4730,14528,1851406
9,3948,12916,1853057
12,449,12573,1853437
6,210,11564,1854657
12,328,12453,1853784
15,4281,13982,1852293
15,3217,13108,1853195
15,899,12776,1853710
2,588,12672,1853850
19,572,12366,1854179
3,1200,12460,1854977
16,5511,14789,1852721
4,1258,11945,1855616
4,1361,11821,1856026
3,1334,11197,1856683
19,1418,11749,1856190
2,542,11199,1856906
23,0,0,1868383
1,2228,13633,1854815
17,1077,11762,1856752
20,6738,16346,1852183
6,461,11217,1857692
22,1491,12185,1856816
4,1257,11586,1857610
11,808,11285,1858052
6,358,10977,1858382
4,1259,11750,1857613
19,1492,12216,1857155
3,886,11629,1857771
14,467,10456,1859371
6,543,9843,1860100
3,1217,11267,1859147
11,1055,10916,1859502
20,4193,15397,1855070
14,599,10323,1860219
23,0,0,1870565
6,245,10330,1860329
6,293,8446,1862389
20,3415,14206,1857056
22,2014,12043,1859308
23,0,0,1871452
4,1124,9317,1862275
11,1070,9134,1862771
15,1610,9861,1862409
14,712,8451,1863853
16,3051,12889,1859533
16,3654,14412,1858151
10,2326,11676,1861068
14,721,8648,1864377
20,4133,13751,1860209
12,1706,9647,1864622
6,498,9312,1865146
4,2297,10218,1864348
18,4820,13047,1863035
6,341,8929,1867494
16,4034,12076,1864381
9,4677,12259,1864324
17,2408,10946,1865731
1,3689,12017,1864696
9,4074,12191,1864627
16,5584,13875,1863061
15,2611,10171,1867006
23,0,0,1877946
16,3607,12206,1865859
15,1864,10560,1867761
12,1611,9931,1868858
23,0,1,1879541
19,3065,11329,1868554
10,3332,11869,1868045
10,3284,11662,1868335
14,668,10370,1870212
23,0,0,1880783
3,2590,11670,1869240
14,564,9749,1871725
10,3474,12421,1869118
12,1194,11155,1870622
9,5649,14518,1867554
15,5412,13759,1868331
18,5181,13453,1868663
8,4319,13183,1869924
4,1836,11616,1871998
10,2618,12213,1871944
11,1072,10968,1873211
19,2352,12338,1872104
18,4592,14007,1870583
11,865,11110,1874344
1,3489,13521,1872041
20,5900,15726,1870057
20,5048,14757,1871766
11,970,11904,1874627
18,3891,14246,1873259
22,2345,13446,1874354
1,3426,13814,1874054
17,2409,12868,1875324
20,6127,15770,1872473
9,4193,14931,1873441
12,611,12316,1876095
2,631,12371,1876128
6,285,11663,1877032
6,355,11695,1877032
2,941,12710,1876475
20,5520,16258,1873419
18,3506,14469,1875569
12,1446,12655,1877486
2,829,11927,1878939
20,4373,15379,1875519
10,2727,14477,1876442
19,2523,12963,1878744
11,1097,12473,1879544
9,4587,16083,1876008
19,2031,13067,1879105
1,3752,15123,1877128
8,3919,14640,1878007
12,791,12816,1880148
15,3302,14053,1878926
2,939,12957,1880074
12,892,12079,1881459
9,3230,14920,1879176
14,570,11187,1882922
15,1566,12895,1881634
22,1633,12935,1881678
8,2146,13258,1881919
12,591,10521,1884683
6,226,10673,1884730
15,1150,11012,1884667
8,1627,12236,1883488
20,5052,16601,1879348
12,412,10642,1885493
3,825,11236,1885268
18,1600,11695,1885109
17,877,11328,1885498
4,693,11173,1885655
23,0,0,1896897
20,4915,16888,1880044
16,5586,17355,1879939
20,5155,16611,1880795
14,612,9983,1887561
20,3470,13018,1884560
2,861,11499,1886167
19,1253,10906,1887176
11,992,8757,1889641
20,3258,13394,1885266
11,1096,9058,1890119
2,837,8743,1890754
20,3305,14086,1885723
10,2546,10472,1889368
17,2345,10233,1889690
18,3491,13669,1886648
4,1923,9937,1890385
19,1292,9258,1891211
19,1086,9330,1891253
23,0,1,1900725
15,1360,9740,1891429
15,1394,9547,1891688
19,1056,9565,1891808
22,1619,10103,1891840
16,4321,12281,1889705
20,4570,12433,1889682
11,972,8276,1894070
15,1276,9577,1892868
1,2303,10854,1891918
6,366,7836,1894975
1,2376,10642,1892317
17,1604,8926,1894793
20,4123,12313,1891734
8,2180,9596,1894526
15,1653,8794,1895632
6,320,6880,1897561
22,1485,7803,1896641
4,847,7243,1897323
14,455,7048,1897849
8,2232,9338,1895705
20,3814,11019,1894781
20,4625,11993,1893866
23,0,1,1907435
20,5602,13142,1894806
9,4531,11196,1897381
20,4209,10745,1897909
8,4259,10857,1897827
10,2954,10275,1898539
1,4032,10899,1898029
18,4654,11220,1898000
12,1275,10601,1898622
9,4644,11280,1898407
18,4424,11802,1898422
19,1710,11084,1899204
3,1520,10554,1899780
3,1462,10252,1900431
22,2383,11362,1899706
15,2622,11813,1899464
11,1094,9647,1901782
2,769,9351,1902101
17,2319,11075,1900467
3,1430,10825,1900830
2,594,9117,1902545
8,3402,12444,1899887
19,2185,9387,1904341
16,4100,13073,1900716
22,2379,10282,1903525
16,3850,13049,1901089
6,503,8152,1906078
1,3040,11408,1902909
10,2719,9572,1904802
12,1239,8389,1906988
23,0,1,1915526
16,4807,12077,1904182
9,4681,11238,1905106
17,1980,8789,1907566
22,2138,9110,1907346
18,3293,10270,1906831
12,1171,9135,1908380
10,2247,9455,1908169
3,1628,9597,1908291
2,588,2432,1915780
20,6199,13149,1905381
11,815,2556,1916145
16,4554,11606,1907178
22,1419,3245,1915689
1,2541,4091,1914907
20,5344,12729,1906403
1,2343,3781,1915662
11,1180,3505,1916376
14,802,3184,1916749
6,658,2204,1918387
16,4268,12098,1908524
4,1857,4268,1916522
3,1637,4320,1916759
14,530,2583,1918568
23,0,0,1921343
14,686,2122,1919355
12,718,1654,1920143
4,1663,2281,1920534
18,4083,6446,1916420
16,3883,6236,1916644
16,4833,6899,1916146
8,3191,5995,1917078
16,5673,7832,1916371
11,1410,2985,1921291
12,1530,3300,1921044
10,2565,3435,1920927
18,4147,6264,1918474
1,3932,4821,1920588
6,675,1864,1923549
10,2759,3991,1921648
12,1299,2361,1923301
10,2741,3776,1922037
4,1936,3699,1922440
3,1835,3030,1923150
4,1961,3524,1922713
11,862,1721,1924554
12,781,1499,1924943
11,1379,2045,1925513
6,793,795,1926814
23,0,0,1927836
20,5099,6454,1921690
1,3652,5020,1924041
10,2965,3280,1925960
14,598,1061,1928777
15,3906,4544,1925600
19,2657,3373,1926842
9,4759,5536,1924862
9,4797,5592,1925018
11,1065,1677,1929226
9,5093,6192,1925040
11,1279,1460,1930722
4,2222,2740,1929880
19,2434,2909,1929740
9,5042,5726,1926924
14,573,1238,1931517
18,4881,5890,1927135
10,2803,2804,1930655
11,1101,1933,1931788
12,870,1038,1932857
17,2689,2689,1931361
22,1972,2403,1932219
19,1938,2006,1932687
18,4715,5251,1929608
20,5816,6707,1928169
10,2420,3143,1931926
4,1638,1783,1933576
22,2504,3032,1932931
22,2239,2239,1934109
1,2806,2808,1933893
23,0,0,1937350
2,763,763,1937139
4,1492,1493,1936615
9,3135,3135,1935256
17,1811,1812,1936856
17,1955,1957,1936716
16,4095,4314,1934403
9,3479,3480,1935240
6,635,1672,1937632
3,1468,2104,1937472
4,1857,2710,1937539
23,0,0,1940545
11,1157,1730,1939003
18,3826,3826,1937018
4,1988,2345,1938947
12,1117,1707,1939658
23,0,0,1941573
20,4997,4999,1936821
6,780,1176,1941423
1,4109,4486,1938295
20,5209,5712,1937400
18,4971,5320,1938369
10,3049,3256,1940637
2,1226,2310,1942027
9,5744,5744,1938743
10,3371,3459,1941278
11,1480,3111,1942262
10,3542,4506,1941635
18,5746,6273,1940764
20,7129,7309,1940553
10,3126,4645,1943217
4,3426,5362,1942552
12,977,4221,1943794
1,4577,6042,1942223
9,5734,6529,1941986
15,4613,6464,1942487
1,4576,6399,1943550
22,2629,5887,1944604
8,4486,7062,1943565
22,2913,6280,1945148
10,3618,6512,1945020
11,1389,5484,1946396
19,3062,6485,1945528
4,2483,6205,1946227
14,608,4880,1947608
2,936,5333,1947616
23,0,0,1953343
3,1861,5791,1947601
18,5423,8413,1945024
10,2846,7009,1946464
14,527,4209,1949267
3,1112,4441,1949160
6,235,3987,1949640
16,5766,9404,1944224
23,0,0,1953650
9,5410,8624,1945051
14,589,2685,1951505
14,700,2159,1952169
15,3097,7941,1946585
3,1937,4494,1950919
19,2137,5380,1950230
16,3203,7680,1947955
15,2416,3748,1952857
3,1143,1493,1955260
23,0,0,1956760
8,1717,1718,1955068
1,3111,4184,1952602
4,1343,1394,1955584
18,3469,5368,1951728
17,1690,1909,1955194
8,2690,2690,1954590
2,913,964,1956927
15,1307,1911,1956001
19,1219,1913,1956059
4,1259,1381,1956664
16,4686,7976,1950147
15,1749,1750,1957124
10,2333,2334,1956813
4,1565,1880,1957597
15,2472,2808,1957555
17,1975,1976,1958554
18,3488,3489,1957195
4,1749,1750,1959176
9,3753,3753,1957315
4,1562,1562,1959514
19,1879,1881,1959592
17,2079,2080,1959438
2,558,675,1960951
19,1136,1404,1960415
17,1387,1649,1960268
10,2389,2391,1961165
16,3318,3741,1959941
12,982,982,1962711
14,586,1407,1962733
16,4984,4986,1959195
10,2501,2501,1962354
2,835,1595,1963381
15,2342,2343,1962648
20,4200,4373,1960752
18,3830,3852,1961451
6,533,1035,1964353
14,652,1028,1964614
4,2000,2738,1962955
9,4203,4268,1961453
15,1297,1660,1964613
11,733,735,1965572
19,1110,1110,1965340
8,2804,3539,1962946
1,2418,2941,1963658
2,266,266,1966829
18,1033,1033,1967114
12,321,321,1968339
8,983,983,1968072
6,170,170,1969003
19,786,787,1969675
14,507,507,1970059
20,2992,2993,1967841
22,1180,1180,1969713
11,866,866,1970270
23,0,0,1972595
22,1812,1812,1970944
1,2921,2921,1970042
1,2960,2960,1970166
23,0,0,1973356
1,2879,2879,1970499
17,1839,1840,1971721
14,563,563,1973251
2,672,672,1973355
8,2776,2776,1971303
15,2519,2520,1971681
1,2237,2237,1972057
8,1549,1549,1972977
6,167,167,1974801
23,0,0,1975316
11,457,459,1975618
17,538,538,1975582
20,3843,3843,1972714
17,1114,1115,1976146
14,546,547,1977315
12,1555,1556,1977118
18,3546,3546,1975753
10,2798,2799,1976581
3,1904,1905,1977507
14,825,1679,1977820
19,1640,1773,1977729
8,3523,3524,1976262
15,2340,2341,1977601
16,4371,4373,1976119
18,1472,2498,1978273
2,708,708,1980876
16,4482,4483,1977497
16,3341,3983,1978738
6,546,546,1982559
9,3059,3059,1980099
10,2110,2111,1981204
23,0,0,1983496
8,2665,2665,1980849
23,0,0,1984043
10,1563,1563,1982504
19,558,559,1983815
8,1339,1339,1983111
22,604,604,1984392
16,4745,4745,1980463
16,4196,4196,1981486
22,693,693,1985494
9,2191,2191,1985734
10,2094,2095,1986390
8,2510,2511,1986232
22,1767,1768,1987360
22,1716,1717,1987450
22,1517,1517,1987867
23,0,0,1989543
8,2959,2959,1986603
4,1413,1414,1988475
11,843,843,1989206
15,1634,1634,1989201
23,0,0,1991088
8,2521,2521,1988895
9,2776,2777,1988854
1,2239,2239,1989394
2,592,592,1991061
10,1526,1528,1990448
23,0,0,1992008
6,302,302,1992771
14,532,533,1993407
19,1623,1624,1992577
11,841,842,1993414
19,824,824,1993538
9,2481,2482,1991895
2,268,269,1994219
20,3041,3041,1991783
3,456,457,1995300
1,1161,1933,1993932
4,352,352,1995795
16,3856,3857,1992495
17,498,498,1996315
3,455,455,1997264
1,1161,1162,1996676
2,285,285,1998128
2,290,291,1998133
11,348,348,1999050
4,415,415,1999788
12,502,502,2000539
19,602,602,2000630
20,2487,2487,1998986
1,1321,1321,2000197
23,0,0,2001554
2,440,440,2001225
