query,total_scan_mb,total_cpu_sec,shuffle_mb,expected_io,calculated_io,io_diff,expected_cpu,calculated_cpu,cpu_diff,expected_shuffle,calculated_shuffle,shuffle_diff
3.0_18.0,281.7744,79.359993,135.3075,0.0704436,0.07044360000000001,1.3877787807814457e-17,4.959999563,4.9599995625,5.000000413701855e-10,0.108246,0.10824600000000001,1.3877787807814457e-17
3.0_19.0,20925.399,138.599979,40.723,5.23134975,5.231349750000001,8.881784197001252e-16,8.662498688,8.6624986875,5.000000413701855e-10,0.0325784,0.0325784,0.0
4.0_15.0,167.697,4.286662,0.001,0.04192425,0.04192425,0.0,0.267916375,0.267916375,0.0,8e-07,8e-07,0.0
4.0_16.0,788.869,17.83998875,0.001,0.19721725,0.19721725,0.0,1.114999297,1.114999296875,1.2500001034254637e-10,8e-07,8e-07,0.0
4.0_17.0,945.082,29.66999175,0.001,0.2362705,0.2362705,0.0,1.854374484,1.854374484375,3.750000310276391e-10,8e-07,8e-07,0.0
4.0_18.0,10265.3,219.675985,0.001,2.566325,2.566325,0.0,13.72974906,13.7297490625,2.5000002068509275e-09,8e-07,8e-07,0.0
4.0_19.0,18344.749,402.067985,0.001,4.58618725,4.58618725,0.0,25.12924906,25.1292490625,2.500001983207767e-09,8e-07,8e-07,0.0
5.0_15.0,580.1725,6.30998025,28.384,0.145043125,0.145043125,0.0,0.3943737656,0.394373765625,2.5000002068509275e-11,0.0227072,0.0227072,0.0
5.0_16.0,2714.384,33.9199762,60.117,0.678596,0.678596,0.0,2.119998513,2.1199985125,5.000000413701855e-10,0.0480936,0.0480936,0.0
5.0_17.0,2214.378,52.5099695,97.156,0.5535945,0.5535945,0.0,3.281873094,3.28187309375,2.5000002068509275e-10,0.0777248,0.07772480000000001,1.3877787807814457e-17
5.0_18.0,32903.7724,258.61997,171.191,8.2259431,8.2259431,0.0,16.16374813,16.163748125,4.999996860988176e-09,0.1369528,0.1369528,0.0
nan_nan,,,,,0.0,,,0.0,,,0.0,
6.0_15.0,115.605,0.159997,0.0,0.02890125,0.02890125,0.0,0.0099998125,0.0099998125,0.0,0.0,0.0,0.0
6.0_16.0,166.512,0.239997,0.0,0.041628,0.041628,0.0,0.0149998125,0.0149998125,0.0,0.0,0.0,0.0
6.0_18.0,697.769,98.704997,0.0,0.17444225,0.17444225,0.0,6.169062313,6.1690623125,5.000000413701855e-10,0.0,0.0,0.0
nan_nan,,,,,0.0,,,0.0,,,0.0,
nan_nan,,,,,0.0,,,0.0,,,0.0,
7.0_15.0,325.5455,2.76497825,16.88,0.081386375,0.081386375,0.0,0.1728111406,0.172811140625,2.5000002068509275e-11,0.013504,0.013503999999999999,1.734723475976807e-18
7.0_16.0,1712.7845,9.49498175,24.33875,0.428196125,0.428196125,0.0,0.5934363594,0.593436359375,2.4999891046206812e-11,0.019471,0.019471000000000002,3.469446951953614e-18
7.0_17.0,3496.2128,25.9719786,35.759,0.8740532,0.8740532,0.0,1.623248663,1.6232486625,5.000000413701855e-10,0.0286072,0.0286072,0.0
7.0_18.0,7478.694667,80.48664333,57.71666667,1.869673667,1.86967366675,2.5000002068509275e-10,5.030415208,5.030415208125,1.2500045443175622e-10,0.04617333333,0.046173333336,5.999999108663445e-12
7.0_19.0,13175.1105,157.6949693,101.784,3.293777625,3.293777625,0.0,9.855935578,9.85593558125,3.249999380727786e-09,0.0814272,0.0814272,0.0
8.0_15.0,179.353,13.939984,23.83,0.04483825,0.04483825,0.0,0.871249,0.871249,0.0,0.019064,0.019063999999999998,3.469446951953614e-18
8.0_16.0,225.638,27.07996367,38.045,0.0564095,0.0564095,0.0,1.692497729,1.692497729375,3.750000310276391e-10,0.030436,0.030436,0.0
8.0_17.0,933.06325,18.13497525,51.233,0.2332658125,0.2332658125,0.0,1.133435953,1.133435953125,1.2500001034254637e-10,0.0409864,0.0409864,0.0
8.0_18.0,1550.12,184.9899738,85.639,0.38753,0.38753,0.0,11.56187336,11.5618733625,2.5000002068509275e-09,0.0685112,0.0685112,0.0
8.0_19.0,2716.6164,360.6639634,154.359,0.6791541,0.6791541,0.0,22.54149771,22.5414977125,2.499998430494088e-09,0.1234872,0.1234872,0.0
9.0_15.0,1418.704,14.66663133,35.234,0.354676,0.354676,0.0,0.9166644583,0.916664458125,1.7500001447956492e-10,0.0281872,0.028187200000000003,3.469446951953614e-18
9.0_16.0,2087.327,35.751966,50.783,0.52183175,0.52183175,0.0,2.234497875,2.234497875,0.0,0.0406264,0.0406264,0.0
9.0_17.0,3025.722,80.24996225,74.658,0.7564305,0.7564305,0.0,5.015622641,5.015622640625,3.75000475116849e-10,0.0597264,0.0597264,0.0
9.0_18.0,5663.963,160.6799622,120.549,1.41599075,1.41599075,0.0,10.04249764,10.0424976375,2.5000002068509275e-09,0.0964392,0.0964392,0.0
9.0_19.0,46918.135,424.2319596,212.398,11.72953375,11.72953375,0.0,26.51449748,26.514497475,5.000000413701855e-09,0.1699184,0.1699184,0.0
10.0_15.0,1385.045,13.719978,319.217,0.34626125,0.34626125,0.0,0.857498625,0.857498625,0.0,0.2553736,0.2553736,0.0
10.0_16.0,853.49725,49.3549765,443.84175,0.2133743125,0.2133743125,0.0,3.084686031,3.08468603125,2.5000002068509275e-10,0.3550734,0.3550734,0.0
10.0_17.0,3118.6908,64.503974,682.8066,0.7796727,0.7796727,0.0,4.031498375,4.031498375,0.0,0.54624528,0.54624528,0.0
10.0_18.0,5268.63375,162.379993,1115.93675,1.317158438,1.3171584375,5.000000413701855e-10,10.14874956,10.1487495625,2.5000002068509275e-09,0.8927494,0.8927494,0.0
10.0_19.0,16029.1016,258.46797,5010.6518,4.0072754,4.0072754,0.0,16.15424813,16.154248125,5.000000413701855e-09,4.00852144,4.00852144,0.0
11.0_15.0,619.326,3.747985,43.358,0.1548315,0.1548315,0.0,0.2342490625,0.2342490625,0.0,0.0346864,0.0346864,0.0
11.0_16.0,134.889,2.079988,58.698,0.03372225,0.03372225,0.0,0.12999925,0.12999925,0.0,0.0469584,0.0469584,0.0
11.0_17.0,1301.6596,2.0119832,91.8842,0.3254149,0.3254149,0.0,0.12574895,0.12574895,0.0,0.07350736,0.07350736000000001,1.3877787807814457e-17
11.0_18.0,3113.867,15.0159896,139.516,0.77846675,0.7784667500000001,1.1102230246251565e-16,0.93849935,0.93849935,0.0,0.1116128,0.1116128,0.0
11.0_19.0,3712.3278,16.519984,261.9694,0.92808195,0.92808195,0.0,1.032499,1.032499,0.0,0.20957552,0.20957552000000002,2.7755575615628914e-17
12.0_15.0,59.07,0.393327,0.0,0.0147675,0.0147675,0.0,0.0245829375,0.0245829375,0.0,0.0,0.0,0.0
12.0_16.0,88.789,0.979989,0.0,0.02219725,0.02219725,0.0,0.0612493125,0.0612493125,0.0,0.0,0.0,0.0
12.0_17.0,178.424,8.359996,0.0,0.044606,0.044606,0.0,0.52249975,0.52249975,0.0,0.0,0.0,0.0
nan_nan,,,,,0.0,,,0.0,,,0.0,
nan_nan,,,,,0.0,,,0.0,,,0.0,
13.0_15.0,1420.386,62.419989,534.745,0.3550965,0.3550965,0.0,3.901249313,3.9012493125,5.000000413701855e-10,0.427796,0.427796,0.0
13.0_16.0,2046.051,106.0599822,770.339,0.51151275,0.51151275,0.0,6.628748888,6.6287488875,5.000000413701855e-10,0.6162712,0.6162712,0.0
13.0_17.0,3009.238,175.4439848,1132.885,0.7523095,0.7523095,0.0,10.96524905,10.96524905,0.0,0.906308,0.906308,0.0
13.0_18.0,4862.125,286.1279812,1830.68,1.21553125,1.21553125,0.0,17.88299883,17.882998825,4.999996860988176e-09,1.464544,1.464544,0.0
13.0_19.0,8569.289,484.65198,3226.28,2.14232225,2.1423222500000003,4.440892098500626e-16,30.29074875,30.29074875,0.0,2.581024,2.581024,0.0
14.0_15.0,535.32,0.953322,253.539,0.13383,0.13383,0.0,0.059582625,0.059582625,0.0,0.2028312,0.2028312,0.0
14.0_16.0,771.311,1.5999875,365.317,0.19282775,0.19282775000000002,2.7755575615628914e-17,0.09999921875,0.09999921875,0.0,0.2922536,0.2922536,0.0
14.0_18.0,3230.192,81.174986,1529.987,0.807548,0.807548,0.0,5.073436625,5.073436625,0.0,1.2239896,1.2239896000000001,2.220446049250313e-16
nan_nan,,,,,0.0,,,0.0,,,0.0,
nan_nan,,,,,0.0,,,0.0,,,0.0,
15.0_15.0,397.7375,0.5399935,168.047,0.099434375,0.099434375,0.0,0.03374959375,0.03374959375,0.0,0.1344376,0.1344376,0.0
15.0_16.0,572.4032,1.779993,241.2976,0.1431008,0.1431008,0.0,0.1112495625,0.1112495625,0.0,0.19303808,0.19303808,0.0
15.0_17.0,866.445,3.424993,379.13675,0.21661125,0.21661125,0.0,0.2140620625,0.2140620625,0.0,0.3033094,0.3033094,0.0
15.0_18.0,1341.0642,53.7239924,553.5916,0.33526605,0.33526605,0.0,3.357749525,3.357749525,0.0,0.44287328,0.44287328,0.0
15.0_19.0,2390.0044,93.0319924,1002.7718,0.5975011,0.5975010999999999,1.1102230246251565e-16,5.814499525,5.814499525,0.0,0.80221744,0.80221744,0.0
16.0_15.0,783.199,6.313311333,244.63,0.19579975,0.19579975,0.0,0.3945819583,0.3945819583125,1.2500001034254637e-11,0.195704,0.195704,0.0
16.0_16.0,1118.3084,13.1599738,345.1412,0.2795771,0.27957709999999997,5.551115123125783e-17,0.8224983625,0.8224983625,0.0,0.27611296,0.27611296,0.0
16.0_17.0,1644.4956,22.4959732,503.204,0.4111239,0.4111239,0.0,1.405998325,1.405998325,0.0,0.4025632,0.4025632,0.0
16.0_18.0,2653.8112,44.8159724,808.746,0.6634528,0.6634528000000001,1.1102230246251565e-16,2.800998275,2.800998275,0.0,0.6469968,0.6469968,0.0
16.0_19.0,4675.2874,102.5799714,1419.71,1.16882185,1.16882185,0.0,6.411248213,6.4112482125,5.000000413701855e-10,1.135768,1.135768,0.0
17.0_15.0,11.58733333,18.419985,1.517333333,0.002896833333,0.0028968333325,5.000002148425331e-13,1.151249063,1.1512490625,5.000000413701855e-10,0.001213866667,0.0012138666664000001,5.999998674982576e-13
17.0_16.0,30.04875,33.63998175,2.1725,0.0075121875,0.0075121875,0.0,2.102498859,2.102498859375,3.749995869384293e-10,0.001738,0.001738,0.0
17.0_17.0,25.24775,57.3749845,3.20225,0.0063119375,0.0063119375,0.0,3.585936531,3.58593653125,2.499995765958829e-10,0.0025618,0.0025618,0.0
17.0_18.0,39.1105,92.59998325,8.868,0.009777625,0.009777625,0.0,5.787498953,5.787498953125,1.2499956625333652e-10,0.0070944,0.0070944,0.0
17.0_19.0,150.7802,180.1639824,21.1312,0.03769505,0.03769505,0.0,11.2602489,11.2602489,0.0,0.01690496,0.01690496,0.0
18.0_15.0,6896.304,29.613313,0.167,1.724076,1.724076,0.0,1.850832063,1.8508320625,4.999998193255806e-10,0.0001336,0.0001336,0.0
18.0_16.0,9934.898,74.99497275,0.241,2.4837245,2.4837244999999997,4.440892098500626e-16,4.687185797,4.687185796875,1.2499956625333652e-10,0.0001928,0.0001928,0.0
18.0_17.0,14610.639,113.3199753,0.356,3.65265975,3.6526597499999998,4.440892098500626e-16,7.082498453,7.08249845625,3.249999380727786e-09,0.0002848,0.0002848,0.0
18.0_18.0,18887.3304,188.9359734,0.46,4.7218326,4.7218326,0.0,11.80849834,11.8084983375,2.5000002068509275e-09,0.000368,0.000368,0.0
18.0_19.0,41607.708,443.1039648,1.003,10.401927,10.401926999999999,1.7763568394002505e-15,27.6939978,27.6939978,0.0,0.0008024,0.0008023999999999999,1.0842021724855044e-19
19.0_15.0,399.876,4.113325333,188.358,0.099969,0.09996899999999999,1.3877787807814457e-17,0.2570828333,0.2570828333125,1.2500001034254637e-11,0.1506864,0.1506864,0.0
19.0_16.0,847.175,20.789986,399.014,0.21179375,0.21179374999999998,2.7755575615628914e-17,1.299374125,1.299374125,0.0,0.3192112,0.31921120000000003,5.551115123125783e-17
19.0_17.0,1914.206,87.654986,909.906,0.4785515,0.47855149999999996,5.551115123125783e-17,5.478436625,5.478436625,0.0,0.7279248,0.7279247999999999,1.1102230246251565e-16
nan_nan,,,,,0.0,,,0.0,,,0.0,
nan_nan,,,,,0.0,,,0.0,,,0.0,
20.0_15.0,0.506,2.494333333,0.996,0.0001265,0.0001265,0.0,0.1558958333,0.1558958333125,1.2500001034254637e-11,0.0007968,0.0007968,0.0
20.0_16.0,1.172,6.02925,2.53075,0.000293,0.00029299999999999997,5.421010862427522e-20,0.376828125,0.376828125,0.0,0.0020246,0.0020245999999999997,4.336808689942018e-19
20.0_17.0,8.056,52.92133333,16.48366667,0.002014,0.0020139999999999997,4.336808689942018e-19,3.307583333,3.307583333125,1.2500001034254637e-10,0.01318693333,0.013186933336000002,6.000002578110397e-12
20.0_19.0,16.9528,114.1946,35.803,0.0042382,0.0042382,0.0,7.1371625,7.1371625,0.0,0.0286424,0.0286424,0.0
nan_nan,,,,,0.0,,,0.0,,,0.0,
21.0_15.0,3519.24,21.6799675,1.69,0.87981,0.87981,0.0,1.354997969,1.35499796875,2.5000002068509275e-10,0.001352,0.001352,0.0
21.0_16.0,4486.357,56.55329967,2.444,1.12158925,1.12158925,0.0,3.534581229,3.534581229375,3.750000310276391e-10,0.0019552,0.0019552,0.0
21.0_17.0,6759.553,103.9133127,2.845,1.68988825,1.6898882499999999,2.220446049250313e-16,6.494582042,6.49458204375,1.7500001447956492e-09,0.002276,0.0022760000000000002,4.336808689942018e-19
21.0_18.0,20913.514,180.24998,4.603,5.2283785,5.2283785,0.0,11.26562375,11.26562375,0.0,0.0036824,0.0036823999999999997,4.336808689942018e-19
21.0_19.0,37307.239,297.5949765,8.06,9.32680975,9.32680975,0.0,18.59968603,18.59968603125,1.2499974388902046e-09,0.006448,0.006448000000000001,8.673617379884035e-19
22.0_15.0,652.866,1.8899745,60.6505,0.1632165,0.1632165,0.0,0.1181234063,0.11812340625,5.000000413701855e-11,0.0485204,0.0485204,0.0
22.0_16.0,958.61,4.399971,88.727,0.2396525,0.2396525,0.0,0.2749981875,0.2749981875,0.0,0.0709816,0.0709816,0.0
22.0_17.0,1391.586,18.07996733,130.826,0.3478965,0.3478965,0.0,1.129997958,1.129997958125,1.2500001034254637e-10,0.1046608,0.1046608,0.0
22.0_18.0,2251.704,34.393296,212.9,0.562926,0.562926,0.0,2.149581,2.149581,0.0,0.17032,0.17032,0.0
22.0_19.0,3966.5175,93.6949625,377.954,0.991629375,0.991629375,0.0,5.855935156,5.85593515625,2.5000002068509275e-10,0.3023632,0.3023632,0.0
