query,total_scan_mb,total_cpu_sec,shuffle_mb,expected_io,calculated_io,io_diff,expected_cpu,calculated_cpu,cpu_diff,expected_shuffle,calculated_shuffle,shuffle_diff
10.0_15.0,2600.6655,17.749975,638.166,1.30033275,1.30033275,0.0,2.218746875,2.218746875,0.0,0.5105328,0.5105328,0.0
10.0_16.0,3854.2835,31.769974,922.778,1.92714175,1.92714175,0.0,3.97124675,3.97124675,0.0,0.7382224,0.7382224000000001,1.1102230246251565e-16
10.0_17.0,7697.2902,62.5799772,1365.62775,3.8486451,3.8486451,0.0,7.82249715,7.82249715,0.0,1.0925022,1.0925022,0.0
10.0_18.0,17020.6936,133.123972,2232.895,8.5103468,8.510346799999999,1.7763568394002505e-15,16.6404965,16.6404965,0.0,1.786316,1.786316,0.0
10.0_19.0,30190.71,232.32497,4020.453,15.095355,15.095355,0.0,29.04062125,29.04062125,0.0,3.2163624,3.2163624,0.0
11.0_15.0,1345.388,1.747985,96.04475,0.672694,0.672694,0.0,0.218498125,0.218498125,0.0,0.0768358,0.0768358,0.0
11.0_16.0,1776.176,1.796652167,124.9058,0.888088,0.888088,0.0,0.2245815208,0.224581520875,7.500000620552782e-11,0.09992464,0.09992464,0.0
11.0_17.0,2436.216,3.5679836,168.74075,1.218108,1.218108,0.0,0.44599795,0.44599795,0.0,0.1349926,0.1349926,0.0
11.0_18.0,3716.9036,9.7519836,253.80575,1.8584518,1.8584518,0.0,1.21899795,1.21899795,0.0,0.2030446,0.2030446,0.0
11.0_19.0,6479.075667,29.853315,443.8372,3.239537833,3.2395378335,5.000000413701855e-10,3.731664375,3.731664375,0.0,0.35506976,0.35506976,0.0
12.0_15.0,251.523,2.1949905,0.0,0.1257615,0.1257615,0.0,0.2743738125,0.2743738125,0.0,0.0,0.0,0.0
12.0_16.0,357.007,8.849989,0.0,0.1785035,0.1785035,0.0,1.106248625,1.106248625,0.0,0.0,0.0,0.0
12.0_17.0,516.2688,79.483989,0.0,0.2581344,0.25813440000000004,5.551115123125783e-17,9.935498625,9.935498625,0.0,0.0,0.0,0.0
12.0_18.0,4920.3138,129.3879898,0.0,2.4601569,2.4601569,0.0,16.17349873,16.173498725,4.999996860988176e-09,0.0,0.0,0.0
12.0_19.0,12891.307,226.6039896,0.0,6.4456535,6.445653500000001,8.881784197001252e-16,28.3254987,28.3254987,0.0,0.0,0.0,0.0
13.0_15.0,2840.471,79.259986,1069.398,1.4202355,1.4202355,0.0,9.90749825,9.90749825,0.0,0.8555184,0.8555183999999999,1.1102230246251565e-16
13.0_16.0,4092.187,122.847983,1540.651,2.0460935,2.0460935,0.0,15.35599788,15.355997875,5.000000413701855e-09,1.2325208,1.2325208,0.0
13.0_17.0,6017.968,168.609983,2265.68,3.008984,3.008984,0.0,21.07624788,21.076247875,5.000000413701855e-09,1.812544,1.812544,0.0
13.0_18.0,9725.082,266.38398,3661.355,4.862541,4.862541,0.0,33.2979975,33.2979975,0.0,2.929084,2.929084,0.0
13.0_19.0,17139.22,480.88998,6452.672,8.56961,8.56961,0.0,60.1112475,60.1112475,0.0,5.1621376,5.162137599999999,8.881784197001252e-16
14.0_15.0,753.146,1.4299955,101.051,0.376573,0.376573,0.0,0.1787494375,0.1787494375,0.0,0.0808408,0.0808408,0.0
14.0_16.0,1091.2555,2.399988,145.575,0.54562775,0.54562775,0.0,0.2999985,0.2999985,0.0,0.11646,0.11646,0.0
14.0_17.0,1609.7275,7.079988,214.249,0.80486375,0.80486375,0.0,0.8849985,0.8849985,0.0,0.1713992,0.1713992,0.0
14.0_18.0,2600.1904,25.174986,346.168,1.3000952,1.3000952,0.0,3.14687325,3.14687325,0.0,0.2769344,0.2769344,0.0
14.0_19.0,4619.688,38.871988,609.856,2.309844,2.309844,0.0,4.8589985,4.8589985,0.0,0.4878848,0.4878848,0.0
15.0_15.0,807.0073333,2.513326333,347.4615,0.4035036667,0.40350366665000004,4.999994862586732e-11,0.3141657917,0.314165791625,7.49999506943766e-11,0.2779692,0.2779692,0.0
15.0_16.0,996.2336667,5.553326333,336.1295,0.4981168333,0.49811683334999995,4.999994862586732e-11,0.6941657917,0.694165791625,7.500000620552782e-11,0.2689036,0.2689036,0.0
15.0_17.0,1476.308,8.724993,546.786,0.738154,0.738154,0.0,1.090624125,1.090624125,0.0,0.4374288,0.43742879999999995,5.551115123125783e-17
15.0_18.0,2452.87725,21.46499225,876.12,1.226438625,1.226438625,0.0,2.683124031,2.68312403125,2.5000002068509275e-10,0.700896,0.700896,0.0
15.0_19.0,4238.5078,105.8679924,1404.26925,2.1192539,2.1192539000000004,4.440892098500626e-16,13.23349905,13.23349905,0.0,1.1234154,1.1234154,0.0
16.0_15.0,1365.351,7.679980667,475.391,0.6826755,0.6826755000000001,1.1102230246251565e-16,0.9599975833,0.959997583375,7.500000620552782e-11,0.3803128,0.3803128,0.0
16.0_16.0,1962.7345,16.419974,682.043,0.98136725,0.98136725,0.0,2.05249675,2.05249675,0.0,0.5456344,0.5456344,0.0
16.0_17.0,2889.939,25.739974,999.583,1.4449695,1.4449695,0.0,3.21749675,3.21749675,0.0,0.7996664,0.7996664,0.0
16.0_18.0,4665.733,46.6879744,1610.364,2.3328665,2.3328665,0.0,5.8359968,5.8359968,0.0,1.2882912,1.2882912,0.0
16.0_19.0,8219.6444,91.6479736,2833.03,4.1098222,4.1098222,0.0,11.4559967,11.4559967,0.0,2.266424,2.266424,0.0
17.0_15.0,20.498,10.0,1.991,0.010249,0.010249000000000001,1.734723475976807e-18,1.25,1.25,0.0,0.0015928,0.0015928000000000001,2.168404344971009e-19
17.0_16.0,56.2642,27.791983,2.856,0.0281321,0.0281321,0.0,3.473997875,3.473997875,0.0,0.0022848,0.0022848,0.0
17.0_17.0,44.823,80.80998075,4.202,0.0224115,0.0224115,0.0,10.10124759,10.10124759375,3.7499994220979715e-09,0.0033616,0.0033616,0.0
17.0_18.0,72.2115,130.7849818,17.25833333,0.03610575,0.03610575,0.0,16.34812272,16.348122725,5.000000413701855e-09,0.01380666667,0.013806666664,6.000000843386921e-12
17.0_19.0,285.3686,229.1279708,42.174,0.1426843,0.14268430000000001,2.7755575615628914e-17,28.64099635,28.64099635,0.0,0.0337392,0.0337392,0.0
18.0_15.0,13791.687,56.48664233,0.331,6.8958435,6.8958435,0.0,7.060830292,7.06083029125,7.500000620552782e-10,0.0002648,0.00026480000000000004,5.421010862427522e-20
18.0_16.0,19869.88,101.2559694,0.479,9.93494,9.934940000000001,1.7763568394002505e-15,12.65699618,12.656996175,5.000000413701855e-09,0.0003832,0.0003832,0.0
18.0_17.0,29220.593,152.7639704,0.704,14.6102965,14.6102965,0.0,19.0954963,19.0954963,0.0,0.0005632,0.0005631999999999999,1.0842021724855044e-19
18.0_18.0,47218.856,243.7879666,1.14,23.609428,23.609428,0.0,30.47349583,30.473495825,5.000000413701855e-09,0.000912,0.0009119999999999999,1.0842021724855044e-19
18.0_19.0,83216.188,492.5199632,1.989,41.608094,41.608093999999994,7.105427357601002e-15,61.5649954,61.5649954,0.0,0.0015912,0.0015912,0.0
19.0_15.0,513.352,6.619988,145.156,0.256676,0.256676,0.0,0.8274985,0.8274985,0.0,0.1161248,0.1161248,0.0
19.0_16.0,736.75,15.219988,209.18,0.368375,0.368375,0.0,1.9024985,1.9024985,0.0,0.167344,0.167344,0.0
19.0_17.0,1089.705,37.66665467,307.604,0.5448525,0.5448525,0.0,4.708331833,4.70833183375,7.500000620552782e-10,0.2460832,0.24608319999999997,2.7755575615628914e-17
19.0_18.0,1834.578,66.38,496.959,0.917289,0.917289,0.0,8.2975,8.2975,0.0,0.3975672,0.3975672,0.0
19.0_19.0,4303.118,130.7866543,875.681,2.151559,2.151559,0.0,16.34833179,16.3483317875,2.499998430494088e-09,0.7005448,0.7005448000000001,1.1102230246251565e-16
20.0_15.0,159.892,2.47,47.681,0.079946,0.079946,0.0,0.30875,0.30875,0.0,0.0381448,0.0381448,0.0
20.0_16.0,2247.486,11.89,69.442,1.123743,1.123743,0.0,1.48625,1.48625,0.0,0.0555536,0.055553599999999995,6.938893903907228e-18
20.0_17.0,6717.5,15.96,149.0,3.35875,3.35875,0.0,1.995,1.995,0.0,0.1192,0.1192,0.0
20.0_18.0,11928.0,35.49,258.0,5.964,5.964,0.0,4.43625,4.43625,0.0,0.2064,0.2064,0.0
20.0_19.0,15789.0,98.9,499.0,,7.8945,,12.3625,12.3625,0.0,0.3992,0.3992,0.0
21.0_15.0,7714.8475,39.74997,3.392,3.85742375,3.8574237499999997,4.440892098500626e-16,4.96874625,4.96874625,0.0,0.0027136,0.0027136,0.0
21.0_16.0,18467.643,87.70663433,4.891,9.2338215,9.2338215,0.0,10.96332929,10.96332929125,1.249999215247044e-09,0.0039128,0.0039128,0.0
21.0_17.0,26247.9125,125.839971,25.994,13.12395625,13.123956249999999,1.7763568394002505e-15,15.72999638,15.729996375,4.999998637345016e-09,0.0207952,0.0207952,0.0
21.0_18.0,34294.5875,233.119974,26.006,17.14729375,17.14729375,0.0,29.13999675,29.13999675,0.0,0.0208048,0.020804800000000002,3.469446951953614e-18
21.0_19.0,74617.533,323.7949805,25.23266667,37.3087665,37.3087665,0.0,40.47437256,40.4743725625,2.500001983207767e-09,0.02018613333,0.020186133336,5.999999108663445e-12
22.0_15.0,1277.398667,4.466638333,121.2275,0.6386993333,0.6386993335,2.000000165480742e-10,0.5583297917,0.558329791625,7.500000620552782e-11,0.096982,0.096982,0.0
22.0_16.0,1847.062,12.01330033,177.4095,0.923531,0.923531,0.0,1.501662542,1.50166254125,7.500000620552782e-10,0.1419276,0.14192760000000001,2.7755575615628914e-17
22.0_17.0,2712.728333,18.93329967,261.697,1.356364167,1.3563641665,5.000000413701855e-10,2.366662458,2.36666245875,7.500000620552782e-10,0.2093576,0.2093576,0.0
22.0_18.0,4387.3836,54.8319654,430.30075,2.1936918,2.1936918,0.0,6.853995675,6.853995675,0.0,0.3442406,0.3442406,0.0
22.0_19.0,7637.1054,109.287962,869.8925,3.8185527,3.8185527,0.0,13.66099525,13.66099525,0.0,0.695914,0.695914,0.0
